Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Observation Status],[Reporting Type],[Units],[Age],[Sex],[Location],[Education level],[Activity],[Freq],[Type of product],[Type of renewable technology],[Mode of transportation],[Name of non-communicable disease],[Type of skill],[Migratory status],[Type of speed],[Quantile],[Level/Status],[Type of occupation]
10.0,10.b,10.b.1,DC_TRF_TOTL,"Total assistance for development, by recipient countries (millions of current United States dollars)",218.0,Ecuador,2000.0,440.8529,2000.0,,,,,The Organisation for Economic Co-operation and Development (OECD).,,"Net Disbursements; Based on OECD, DAC database, 2024; Current USD million",C,,G,CU_USD_M,,,,,,,,,,,,,,,,
2.0,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),218.0,Ecuador,2000.0,27.7,2000.0,,30.2,25.3,,"Source: Joint Child Malnutrition Estimates (2023 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,,M,A,G,PER_POP_U5,<5Y,,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2000.0,23.62,2000.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,25+,BOTHSEX,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_MORTN,Under-five deaths (number),218.0,Ecuador,2000.0,9449.0,2000.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<5Y,BOTHSEX,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_MORTN,Under-five deaths (number),218.0,Ecuador,2000.0,4040.0,2000.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<5Y,FEMALE,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_MORTN,Under-five deaths (number),218.0,Ecuador,2000.0,5409.0,2000.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<5Y,MALE,,,,,,,,,,,,,,
3.0,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,218.0,Ecuador,2000.0,120.13147,2000.0,,133.59051,106.9213,,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",,,E,,G,PER_100000_LIVE_BIRTHS,,FEMALE,,,,,,,,,,,,,,
3.0,3.8,3.8.1,SH_ACS_UNHC,Universal health coverage (UHC) service coverage index,218.0,Ecuador,2000.0,51.0,2000.0,,,,,"WHO Global Health Observatory (GHO), May 2023 update",,,E,,G,INDEX,,,,,,,,,,,,,,,,
4.0,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",218.0,Ecuador,2000.0,83.64246,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,E,,G,PERCENT,,MALE,,UPPSEC,,,,,,,,,,,,
4.0,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",218.0,Ecuador,2000.0,86.61847,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,E,,G,PERCENT,,BOTHSEX,,UPPSEC,,,,,,,,,,,,
4.0,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",218.0,Ecuador,2000.0,82.76514,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,E,,G,PERCENT,,MALE,,SECOND,,,,,,,,,,,,
4.0,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",218.0,Ecuador,2000.0,86.97364,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,BOTHSEX,,PRIMAR,,,,,,,,,,,,
4.0,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",218.0,Ecuador,2000.0,86.47035,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,MALE,,PRIMAR,,,,,,,,,,,,
4.0,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",218.0,Ecuador,2000.0,85.1657,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,FEMALE,,PREPRI,,,,,,,,,,,,
4.0,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",218.0,Ecuador,2000.0,85.77932,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,E,,G,PERCENT,,FEMALE,,SECOND,,,,,,,,,,,,
4.0,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",218.0,Ecuador,2000.0,73.09613,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,MALE,,PREPRI,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",218.0,Ecuador,2000.0,39.98257,2000.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",218.0,Ecuador,2000.0,42.50614,2000.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",218.0,Ecuador,2000.0,38.32104,2000.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
5.0,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),218.0,Ecuador,2000.0,17.36,2000.0,,,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.",,Annual data as of 1 Feb of given year.,C,,G,PERCENT,,FEMALE,,,,,,,,,,,,,,
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2000.0,93.7,2000.0,,,,,World Bank,,,M,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2000.0,99.2,2000.0,,,,,World Bank,,,M,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2000.0,85.4,2000.0,,,,,World Bank,,,M,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),218.0,Ecuador,2000.0,19.43,2000.0,,,,,"IEA (2023), World Energy Balances",,,E,,G,PERCENT,,,,,,,,,,,,,,,,
8.0,8.6,8.6.1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age - 13th ICLS (%)",218.0,Ecuador,2000.0,20.96,2000.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C,A,G,PERCENT,15-24,BOTHSEX,,,,,,,,,,,,,,
8.0,8.6,8.6.1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age - 13th ICLS (%)",218.0,Ecuador,2000.0,31.52,2000.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C,A,G,PERCENT,15-24,FEMALE,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_PENSN,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",218.0,Ecuador,2000.0,14.0,2000.0,,,,,ILO estimates based on national sources,,,E,A,G,PERCENT,65+,BOTHSEX,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_PENSN,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",218.0,Ecuador,2000.0,14.0,2000.0,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,E,A,G,PERCENT,ALLAGE,BOTHSEX,,,,,,,,,,,,,,
17.0,17.3,17.3.2,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),218.0,Ecuador,2000.0,7.21474,2000.0,,,,,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,,G,,G,PERCENT,,,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_UEMP,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",218.0,Ecuador,2000.0,6.7,2000.0,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,E,A,G,PERCENT,ALLAGE,BOTHSEX,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_UEMP,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",218.0,Ecuador,2000.0,6.7,2000.0,,,,,ILO estimates based on national sources,,,E,A,G,PERCENT,15+,BOTHSEX,,,,,,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DMFN,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",218.0,Ecuador,2000.0,17.862,2000.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,AGR,,,,,,,,,
8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",218.0,Ecuador,2000.0,3.84,2000.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C,A,G,PERCENT,15+,MALE,,,,,,,,,,,,,,
8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",218.0,Ecuador,2000.0,8.17,2000.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C,A,G,PERCENT,15-24,MALE,,,,,,,,,,,,,,
2.0,2.2,2.2.1,SH_STA_STNTN,Children moderately or severely stunted (thousands),218.0,Ecuador,2000.0,429.4,2000.0,,468.4,392.4,,"Source: Joint Child Malnutrition Estimates (2023 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,,M,A,G,NUM_TH,<5Y,,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",218.0,Ecuador,2000.0,29.5,2000.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<5Y,BOTHSEX,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",218.0,Ecuador,2000.0,33.0,2000.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<5Y,MALE,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",218.0,Ecuador,2000.0,25.8,2000.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<5Y,FEMALE,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",218.0,Ecuador,2000.0,27.8,2000.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<1Y,MALE,,,,,,,,,,,,,,
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),218.0,Ecuador,2000.0,747.16,2000.0,,,,2015.0,"UNIDO National Accounts Database. 
                        Available at https://stat.unido.org",,,CA,A,G,CON_USD,,,,,ISIC4_C,,,,,,,,,,,
3.0,3.5,3.5.2,SH_ALC_CONSPT,Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol),218.0,Ecuador,2000.0,6.43014,2000.0,,9.24057,3.84166,,WHO Global Information System on Alcohol and Health (GISAH),, ,G,A,G,LTPUREAL,15+,MALE,,,,,,,,,,,,,,
3.0,3.5,3.5.2,SH_ALC_CONSPT,Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol),218.0,Ecuador,2000.0,1.94887,2000.0,,2.85177,1.14324,,WHO Global Information System on Alcohol and Health (GISAH),, ,G,A,G,LTPUREAL,15+,FEMALE,,,,,,,,,,,,,,
3.0,3.5,3.5.2,SH_ALC_CONSPT,Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol),218.0,Ecuador,2000.0,4.17153,2000.0,,5.99577,2.4746,,WHO Global Information System on Alcohol and Health (GISAH),, ,G,A,G,LTPUREAL,15+,BOTHSEX,,,,,,,,,,,,,,
3.0,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",218.0,Ecuador,2000.0,14.0,2000.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<1M,BOTHSEX,,,,,,,,,,,,,,
9.0,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),218.0,Ecuador,2000.0,0.177,2000.0,,,,2017.0,"IEA (2023), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,
4.0,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",218.0,Ecuador,2000.0,66.27823,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,MALE,,,,,,,,,,,,,,
4.0,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",218.0,Ecuador,2000.0,67.35775,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,BOTHSEX,,,,,,,,,,,,,,
4.0,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",218.0,Ecuador,2000.0,68.47963,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,FEMALE,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_IMRTN,Infant deaths (number),218.0,Ecuador,2000.0,7888.0,2000.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<1Y,BOTHSEX,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_IMRTN,Infant deaths (number),218.0,Ecuador,2000.0,3326.0,2000.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<1Y,FEMALE,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_IMRTN,Infant deaths (number),218.0,Ecuador,2000.0,4562.0,2000.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<1Y,MALE,,,,,,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DMFN,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",218.0,Ecuador,2000.0,5.60531,2000.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,ALP,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DMFN,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",218.0,Ecuador,2000.0,14.01662,2000.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,CLO,,,,,,,,,
9.0,9.3,9.3.1,NV_IND_SSIS,Proportion of small-scale manufacturing industries in total manufacturing value added (%),218.0,Ecuador,2000.0,0.51,2000.0,,,,,"Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos",,Value added in basic prices,C,A,G,PERCENT,,,,,ISIC3_D,,,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DMFN,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",218.0,Ecuador,2000.0,4.95775,2000.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,IND,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DMFN,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",218.0,Ecuador,2000.0,0.29983,2000.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,OIL,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DMFN,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",218.0,Ecuador,2000.0,6.53882,2000.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,TEX,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DMFN,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",218.0,Ecuador,2000.0,1.30493,2000.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,ARM,,,,,,,,,
4.0,4.5,4.5.1,SE_GPI_PTNPRE,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",218.0,Ecuador,2000.0,1.03215,2000.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,Ratio,,,,,,,,,,,,,,,,
8.0,8.6,8.6.1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age - 13th ICLS (%)",218.0,Ecuador,2000.0,10.4,2000.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C,A,G,PERCENT,15-24,MALE,,,,,,,,,,,,,,
6.0,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",218.0,Ecuador,2000.0,66.47712,2000.0,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Commitments: Based on OECD, CRS databased, 2024: Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
3.0,3.c,3.c.1,SH_MED_DEN,"Health worker density, by type of occupation (per 10,000 population)",218.0,Ecuador,2000.0,1.633,2000.0,,,,,"National health Workforce Accounts database, WHO.  Available at https://apps.who.int/nhwaportal. For the specific sources and metadata by country, refer to database directly.",,,C,,G,PER_10000_POP,,,,,,,,,,,,,,,,DENT
15.0,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),218.0,Ecuador,2000.0,0.0,2000.0,,,,,No data on certified forest area in the FSC and PEFC records,,No certified forest area,C,A,G,HA_TH,,,,,,,,,,,,,,,,
